Date,Open,High,Low,Close,Adj Close,Volume
6/1/1987,2309.620117,2466.040039,2260.620117,2418.530029,2418.530029,422990000
7/1/1987,2410.080078,2588.330078,2391.26001,2572.070068,2572.070068,490720000
8/1/1987,2547.830078,2746.649902,2525.98999,2662.949951,2662.949951,505680000
9/1/1987,2666.77002,2695.469971,2468.98999,2596.280029,2596.280029,465230000
10/1/1987,2601.5,2662.370117,1616.209961,1993.530029,1993.530029,829250000
11/1/1987,1972.650024,2027.52002,1795.26001,1833.550049,1833.550049,436510000
12/1/1987,1860.25,2019.560059,1733.920044,1938.829956,1938.829956,457110000
1/1/1988,1952.589966,2075.27002,1845.98999,1958.219971,1958.219971,433000000
2/1/1988,1972.810059,2078.080078,1878.150024,2071.620117,2071.620117,464340000
3/1/1988,2074.929932,2110.909912,1951.26001,1988.060059,1988.060059,431700000
4/1/1988,1989.890015,2121.350098,1968,2032.329956,2032.329956,413590000
5/1/1988,2032.160034,2071.949951,1921.579956,2031.119995,2031.119995,405210000
6/1/1988,2029.339966,2169.100098,2021.339966,2141.709961,2141.709961,486100000
7/1/1988,2144.909912,2169.449951,2047.300049,2128.72998,2128.72998,318910000
8/1/1988,2126.23999,2151.850098,1978.660034,2031.650024,2031.650024,367390000
9/1/1988,2023.109985,2140.290039,1988.439941,2112.909912,2112.909912,331310000
10/1/1988,2110.77002,2195.060059,2082.330078,2148.649902,2148.649902,387840000
11/1/1988,2145.090088,2185.98999,2026.670044,2114.51001,2114.51001,332270000
12/1/1988,2110.949951,2193.75,2075.389893,2168.570068,2168.570068,302480000
1/1/1989,2163.209961,2350.179932,2127.139893,2342.320068,2342.320068,437810000
2/1/1989,2334.290039,2369.290039,2232.139893,2258.389893,2258.389893,394580000
3/1/1989,2267.320068,2351.070068,2234.459961,2293.620117,2293.620117,407630000
4/1/1989,2296.189941,2433.100098,2282.070068,2418.800049,2418.800049,369260000
5/1/1989,2402.48999,2521.629883,2356.300049,2480.149902,2480.149902,470970000
6/1/1989,2477.669922,2544.949951,2412.939941,2440.060059,2440.060059,517370000
7/1/1989,2448.790039,2668.25,2431.530029,2660.659912,2660.659912,363700000
8/1/1989,2665.969971,2758.72998,2426.330078,2737.27002,2737.27002,478330000
9/1/1989,2732.330078,2768.23999,2636.780029,2692.820068,2692.820068,365600000
10/1/1989,2692.820068,2809.080078,2496.929932,2645.080078,2645.080078,546520000
11/1/1989,2640.570068,2718.219971,2563.110107,2706.27002,2706.27002,360280000
12/1/1989,2712.669922,2784.77002,2658.699951,2753.199951,2753.199951,371300000
1/1/1990,2748.719971,2834.040039,2513.060059,2590.540039,2590.540039,474840000
2/1/1990,2594.139893,2674.320068,2540.98999,2627.25,2627.25,354130000
3/1/1990,2621.620117,2775,2607.879883,2707.209961,2707.209961,428150000
4/1/1990,2684.01001,2793.469971,2627.699951,2656.76001,2656.76001,322230000
5/1/1990,2668.459961,2908.209961,2651.350098,2876.659912,2876.659912,438950000
6/1/1990,2900.969971,2956.929932,2821.530029,2880.689941,2880.689941,431010000
7/1/1990,2883.169922,3024.26001,2833.169922,2905.199951,2905.199951,422380000
8/1/1990,2909.899902,2931.189941,2459.409912,2614.360107,2614.360107,591380000
9/1/1990,2590.840088,2665.350098,2367.820068,2452.47998,2452.47998,362900000
10/1/1990,2474.25,2565.350098,2344.310059,2442.330078,2442.330078,483000000
11/1/1990,2441.830078,2581.189941,2415.590088,2559.649902,2559.649902,383280000
12/1/1990,2572.27002,2662.620117,2534.649902,2633.659912,2633.659912,358840000
1/1/1991,2627.22998,2747.280029,2447.030029,2736.389893,2736.389893,463830000
2/1/1991,2735.389893,2955.199951,2694.310059,2882.179932,2882.179932,538640000
3/1/1991,2859.649902,3017.820068,2829.209961,2913.860107,2913.860107,466850000
4/1/1991,2901.97998,3030.449951,2848.51001,2887.870117,2887.870117,462060000
5/1/1991,2901.47998,3044.5,2834.530029,3027.5,3027.5,427100000
6/1/1991,3023.030029,3057.469971,2879.25,2906.75,2906.75,384160000
7/1/1991,2925.540039,3039.580078,2897.360107,3024.820068,3024.820068,368370000
8/1/1991,3022.800049,3068.649902,2836.310059,3043.600098,3043.600098,424680000
9/1/1991,3042.040039,3066.639893,2963.100098,3016.77002,3016.77002,372770000
10/1/1991,3026.159912,3091.01001,2925.540039,3069.100098,3069.100098,453990000
11/1/1991,3075.360107,3091.909912,2861.139893,2894.679932,2894.679932,386040000
12/1/1991,2866.280029,3204.610107,2832.290039,3168.830078,3168.830078,455170000
1/1/1992,3152.100098,3299.189941,3139.310059,3223.399902,3223.399902,561160000
2/1/1992,3223.399902,3293.379883,3207.959961,3267.699951,3267.699951,411150000
3/1/1992,3267.699951,3299.639893,3188.280029,3235.5,3235.5,402410000
4/1/1992,3235.5,3366.5,3161.22998,3359.100098,3359.100098,458300000
5/1/1992,3359.100098,3440.669922,3324.02002,3396.899902,3396.899902,388240000
6/1/1992,3396.899902,3422.280029,3254.050049,3318.5,3318.5,475360000
7/1/1992,3318.800049,3402.959961,3266.530029,3393.800049,3393.800049,449770000
8/1/1992,3393.800049,3399.98999,3207.100098,3257.399902,3257.399902,363380000
9/1/1992,3257.399902,3376.48999,3242.76001,3271.699951,3271.699951,436570000
10/1/1992,3271.699951,3280.850098,3095.790039,3226.300049,3226.300049,530760000
11/1/1992,3226.300049,3308.409912,3184.669922,3305.199951,3305.199951,452340000
12/1/1992,3305.199951,3352.709961,3248.159912,3301.110107,3301.110107,510650000
1/1/1993,3301.100098,3320.830078,3231.949951,3310,3310,620010000
2/1/1993,3310,3456.72998,3266.800049,3370.810059,3370.810059,577510000
3/1/1993,3370.800049,3482.120117,3343.26001,3435.110107,3435.110107,586100000
4/1/1993,3435.100098,3481.580078,3363.790039,3427.550049,3427.550049,645990000
5/1/1993,3439.399902,3565.070068,3415.330078,3527.429932,3527.429932,472660000
6/1/1993,3527.399902,3569.780029,3462.659912,3516.080078,3516.080078,461140000
7/1/1993,3516.100098,3583.5,3449.899902,3539.469971,3539.469971,500980000
8/1/1993,3539.5,3663.830078,3536.959961,3651.25,3651.25,526610000
9/1/1993,3651.300049,3655.719971,3507.060059,3555.120117,3555.120117,487790000
10/1/1993,3555.100098,3708.820068,3553.719971,3680.590088,3680.590088,529130000
11/1/1993,3680.600098,3717.76001,3600.669922,3683.949951,3683.949951,576680000
12/1/1993,3685.100098,3799.919922,3685.060059,3754.090088,3754.090088,517250000
1/1/1994,3754.100098,3985.959961,3742.810059,3978.360107,3978.360107,619530000
2/1/1994,3978.399902,3982.02002,3632.02002,3832.02002,3832.02002,508560000
3/1/1994,3832,3895.939941,3559.090088,3635.959961,3635.959961,667490000
4/1/1994,3634.5,3710.840088,3552.469971,3681.689941,3681.689941,566680000
5/1/1994,3681.699951,3772.790039,3623.100098,3758.370117,3758.370117,533470000
6/1/1994,3758.399902,3823.389893,3610.399902,3624.959961,3624.959961,554560000
7/1/1994,3625,3770,3623.02002,3764.5,3764.5,450610000
8/1/1994,3764.5,3939.320068,3736.330078,3913.419922,3913.419922,625170000
9/1/1994,3913.100098,3992.639893,3820.310059,3843.189941,3843.189941,591450000
10/1/1994,3843.199951,3949.840088,3747.969971,3908.120117,3908.120117,636250000
11/1/1994,3907.780029,3907.780029,3638.629883,3739.22998,3739.22998,613270000
12/1/1994,3739.199951,3866.399902,3655.110107,3834.439941,3834.439941,543610000
1/1/1995,3834.399902,3936.719971,3817.26001,3843.860107,3843.860107,615760000
2/1/1995,3843.899902,4021.22998,3831.409912,4011.050049,4011.050049,576090000
3/1/1995,4011.100098,4198.839844,3945.689941,4157.689941,4157.689941,702540000
4/1/1995,4157.700195,4328.529785,4155.959961,4321.27002,4321.27002,547570000
5/1/1995,4321.299805,4465.140137,4301.560059,4465.140137,4465.140137,689940000
6/1/1995,4465.100098,4593.100098,4406.689941,4556.100098,4556.100098,641520000
7/1/1995,4556.100098,4747.209961,4551.25,4708.470215,4708.470215,665580000
8/1/1995,4708.5,4754.959961,4570.850098,4610.560059,4610.560059,623030000
9/1/1995,4610.200195,4816.540039,4607.029785,4789.080078,4789.080078,707190000
10/1/1995,4789.799805,4816.899902,4659.740234,4755.47998,4755.47998,685570000
11/1/1995,4753.700195,5118.930176,4744.640137,5074.490234,5074.490234,598970000
12/1/1995,5075.600098,5235.620117,5051.72998,5117.120117,5117.120117,601160000
1/1/1996,5115.700195,5408.669922,5014.52002,5395.299805,5395.299805,851030000
2/1/1996,5394.899902,5659.399902,5348.339844,5485.620117,5485.620117,769130000
3/1/1996,5488.200195,5709.970215,5424.200195,5587.140137,5587.140137,831070000
4/1/1996,5588.600098,5697.689941,5415.529785,5569.080078,5569.080078,756530000
5/1/1996,5567.600098,5796.100098,5342.200195,5643.180176,5643.180176,801900000
6/1/1996,5643.899902,5742.540039,5580.379883,5654.629883,5654.629883,647790000
7/1/1996,5654.600098,5733.310059,5182.319824,5528.910156,5528.910156,781850000
8/1/1996,5528.899902,5739.02002,5524.100098,5616.209961,5616.209961,615820000
9/1/1996,5611.799805,5929.890137,5561.459961,5882.169922,5882.169922,649320000
10/1/1996,5878.399902,6133.72998,5861.669922,6029.379883,6029.379883,766260000
11/1/1996,6027.100098,6589.529785,5998.819824,6521.700195,6521.700195,741560000
12/1/1996,6520.600098,6587.049805,6236.049805,6448.27002,6448.27002,781180000
1/1/1997,6447.5,6906.600098,6352.830078,6813.089844,6813.089844,1003920000
2/1/1997,6810.799805,7073.620117,6710.720215,6877.740234,6877.740234,765900000
3/1/1997,6874.299805,7112.100098,6561.200195,6583.47998,6583.47998,962230000
4/1/1997,6583.5,7057.549805,6356.779785,7009,7009,1098930000
5/1/1997,7008.990234,7394.950195,6913.470215,7331,7331,1046600000
6/1/1997,7331,7834.060059,7253.779785,7672.799805,7672.799805,1086740000
7/1/1997,7678,8282.769531,7667.359863,8222.599609,8222.599609,1265280000
8/1/1997,8222.799805,8299.490234,7606.859863,7622.399902,7622.399902,1123190000
9/1/1997,7631.700195,8035.629883,7580.850098,7945.299805,7945.299805,1212550000
10/1/1997,7948.5,8184.700195,6971.069824,7442.100098,7442.100098,1605030000
11/1/1997,7445.799805,7881.069824,7349.990234,7823.100098,7823.100098,1068290000
12/1/1997,7825.120117,8166.290039,7576.930176,7908.299805,7908.299805,1156060000
1/1/1998,7910.200195,8035.540039,7443.410156,7906.5,7906.5,1324260000
2/1/1998,7909.990234,8566.889648,7909.990234,8545.719727,8545.719727,1031480000
3/1/1998,8544.469727,8959.240234,8405.719727,8799.80957,8799.80957,1191880000
4/1/1998,8801.55957,9213.330078,8748.740234,9063.370117,9063.370117,1387960000
5/1/1998,9066.610352,9261.910156,8788.099609,8899.950195,8899.950195,1075240000
6/1/1998,8900.950195,9104.719727,8569.879883,8952.019531,8952.019531,1287570000
7/1/1998,8958.990234,9367.839844,8816.089844,8883.290039,8883.290039,1413670000
8/1/1998,8883.290039,8886.120117,7539.069824,7539.069824,7539.069824,1641660000
9/1/1998,7545.759766,8182.470215,7400.299805,7842.620117,7842.620117,1897140000
10/1/1998,7841.330078,8659.80957,7467.490234,8592.099609,8592.099609,1916330000
11/1/1998,8595.700195,9380.200195,8595.700195,9116.549805,9116.549805,1389030000
12/1/1998,9116.549805,9334.879883,8676.030273,9181.429688,9181.429688,1507520000
1/1/1999,9184.009766,9647.959961,9063.259766,9358.830078,9358.830078,1746490000
2/1/1999,9359.599609,9611.330078,9099.040039,9306.580078,9306.580078,1545220000
3/1/1999,9307.389648,10085.30957,9211.230469,9786.160156,9786.160156,1993040000
4/1/1999,9786.44043,10961.70996,9765.629883,10789.04004,10789.04004,2096500000
5/1/1999,10789.04004,11130.66992,10434.25977,10559.74023,10559.74023,1842620000
6/1/1999,10561.00977,11003.41016,10409.13965,10970.79981,10970.79981,1766990000
7/1/1999,10966.04981,11252.26953,10647.86035,10655.15039,10655.15039,1672190000
8/1/1999,10654.83008,11365.92969,10549.08008,10829.28027,10829.28027,1857760000
9/1/1999,10828.44043,11142.41016,10081.12988,10336.9502,10336.9502,1751910000
10/1/1999,10335.69043,10790.01953,9976.019531,10729.86035,10729.86035,2203030000
11/1/1999,10730.78027,11112.76953,10536.26953,10877.80957,10877.80957,3250890000
12/1/1999,10876.46973,11568.76953,10859.65039,11497.12012,11497.12012,3166150000
1/1/2000,11501.84961,11750.28027,10701.63965,10940.53027,10940.53027,3854530000
2/1/2000,10937.74023,11118.92969,9836.05957,10128.30957,10128.30957,3661120000
3/1/2000,10128.11035,11234.65039,9731.80957,10921.91992,10921.91992,4754630000
4/1/2000,10863.28027,11425.4502,10201.53027,10733.91016,10733.91016,4049750000
5/1/2000,10749.41992,10971.24023,10258.80957,10522.33008,10522.33008,3816980000
6/1/2000,10532.26953,10863,10335.45996,10447.88965,10447.88965,3823590000
7/1/2000,10450.36035,10874.62988,10393.08984,10521.98047,10521.98047,3248880000
8/1/2000,10523.80957,11319.05957,10516.75977,11215.09961,11215.09961,3620730000
9/1/2000,11219.54004,11401.19043,10567.32031,10650.91992,10650.91992,4639930000
10/1/2000,10659.05957,10995.41016,9654.639648,10971.13965,10971.13965,6254820000
11/1/2000,10966.20996,11006.5,10292.38965,10414.49023,10414.49023,4680310000
12/1/2000,10416.75977,10917.67969,10299.20996,10787.99023,10787.99023,5202580000
1/1/2001,10790.91992,11028,10468.04004,10887.36035,10887.36035,5825960000
2/1/2001,10884.82031,11035.13965,10294.00977,10495.28027,10495.28027,4164820000
3/1/2001,10493.25,10859.5,9106.540039,9878.780273,9878.780273,6086470000
4/1/2001,9877.160156,10906.41016,9375.719727,10734.96973,10734.96973,5241100000
5/1/2001,10734.04981,11350.04981,10673.21973,10911.94043,10911.94043,4518100000
6/1/2001,10913.57031,11196.53027,10394.71973,10502.40039,10502.40039,4914500000
7/1/2001,10504.9502,10679.12012,10120.88965,10522.80957,10522.80957,4605880000
8/1/2001,10527.37988,10609.65039,9869.139648,9949.75,9949.75,4083400000
9/1/2001,9946.980469,10182.37988,8062.339844,8847.55957,8847.55957,5555020000
10/1/2001,8845.969727,9598.169922,8732.139648,9075.139648,9075.139648,5722030000
11/1/2001,9087.450195,9992.790039,9014.459961,9851.55957,9851.55957,4722560000
12/1/2001,9848.929688,10184.4502,9703.900391,10021.57031,10021.57031,4302710000
1/1/2002,10021.70996,10300.15039,9529.459961,9920,9920,4955760000
2/1/2002,9923.040039,10255.24023,9580.320313,10106.12988,10106.12988,4651890000
3/1/2002,10111.04004,10673.09961,10111.04004,10403.94043,10403.94043,4589750000
4/1/2002,10402.07031,10402.07031,9811.570313,9946.219727,9946.219727,5111860000
5/1/2002,9944.900391,10353.42969,9802.230469,9925.25,9925.25,4800810000
6/1/2002,9923.94043,9986.490234,8926.570313,9243.259766,9243.259766,5783720000
7/1/2002,9239.25,9410.379883,7532.660156,8736.589844,8736.589844,7714600000
8/1/2002,8732.580078,9077.009766,8030.819824,8663.5,8663.5,5591350000
9/1/2002,8659.269531,8726.900391,7460.779785,7591.930176,7591.930176,5601800000
10/1/2002,7593.040039,8558.629883,7197.490234,8397.030273,8397.030273,7498850000
11/1/2002,8395.639648,8950.330078,8298.679688,8896.089844,8896.089844,5410370000
12/1/2002,8902.950195,9043.370117,8242.910156,8341.629883,8341.629883,4607200000
1/1/2003,8342.379883,8869.290039,7917.160156,8053.810059,8053.810059,5426600000
2/1/2003,8053.740234,8152.529785,7628.990234,7891.080078,7891.080078,4418320000
3/1/2003,7890.240234,8522.179688,7416.640137,7992.129883,7992.129883,5616290000
4/1/2003,7992.830078,8559.769531,7979.689941,8480.089844,8480.089844,5128590000
5/1/2003,8478.480469,8868.330078,8340.230469,8850.259766,8850.259766,4686280000
6/1/2003,8851.450195,9352.769531,8851.450195,8985.44043,8985.44043,4987850000
7/1/2003,8983.660156,9361.400391,8871.200195,9233.799805,9233.799805,4911390000
8/1/2003,9232.679688,9499.969727,8997.110352,9415.820313,9415.820313,3853760000
9/1/2003,9416.669922,9686.080078,9230.469727,9275.05957,9275.05957,4385460000
10/1/2003,9276.799805,9850.009766,9276.799805,9801.120117,9801.120117,4840970000
11/1/2003,9802.459961,9903.570313,9585.5,9782.459961,9782.459961,3548520000
12/1/2003,9785.349609,10462.44043,9785.349609,10453.91992,10453.91992,4246080000
1/1/2004,10452.74023,10705.17969,10367.41016,10488.07031,10488.07031,4380510000
2/1/2004,10487.78027,10753.62988,10434.66992,10583.91992,10583.91992,3894640000
3/1/2004,10582.25,10695.54981,10007.49023,10357.7002,10357.7002,5009640000
4/1/2004,10357.51953,10570.80957,10219.17969,10225.57031,10225.57031,4530000000
5/1/2004,10227.26953,10386.32031,9852.19043,10188.4502,10188.4502,4016800000
6/1/2004,10187.17969,10498.66992,10134.86035,10435.48047,10435.48047,4111110000
7/1/2004,10434,10448.08984,9913.919922,10139.70996,10139.70996,4452180000
8/1/2004,10138.4502,10211.25,9783.910156,10173.91992,10173.91992,3756550000
9/1/2004,10170.12012,10363.36035,9977.919922,10080.26953,10080.26953,4638370000
10/1/2004,10082.04004,10270.37012,9708.400391,10027.46973,10027.46973,5292920000
11/1/2004,10028.73047,10602.84961,10010.15039,10428.01953,10428.01953,5666600000
12/1/2004,10425.79981,10868.07031,10418.62988,10783.00977,10783.00977,5744730000
1/1/2005,10783.75,10867.38965,10368.61035,10489.94043,10489.94043,5424930000
2/1/2005,10489.71973,10853.42969,10489.63965,10766.23047,10766.23047,5038600000
3/1/2005,10769.04004,10984.45996,10396.24023,10503.75977,10503.75977,5820160000
4/1/2005,10504.57031,10568.92969,10000.45996,10192.50977,10192.50977,5852240000
5/1/2005,10192,10560.80957,10075.54981,10467.48047,10467.48047,4843000000
6/1/2005,10462.86035,10656.29004,10253.49023,10274.96973,10274.96973,5026730000
7/1/2005,10273.58984,10717.73047,10175.40039,10640.91016,10640.91016,4821200000
8/1/2005,10641.78027,10719.41016,10349.37012,10481.59961,10481.59961,5082400000
9/1/2005,10481.44043,10701.80957,10350.95996,10568.7002,10568.7002,5229310000
10/1/2005,10569.5,10608.55957,10156.45996,10440.07031,10440.07031,5829060000
11/1/2005,10440.07031,10959.79004,10388.75977,10805.87012,10805.87012,5385780000
12/1/2005,10806.03027,10940.33984,10709.41992,10717.5,10717.5,5223910000
1/1/2006,10718.29981,11047.75977,10661.15039,10864.86035,10864.86035,6552210000
2/1/2006,10862.13965,11159.17969,10737.66992,10993.41016,10993.41016,5759090000
3/1/2006,10993.25,11334.95996,10922.73047,11109.32031,11109.32031,6680180000
4/1/2006,11113,11417.66016,11039.12012,11367.13965,11367.13965,5584020000
5/1/2006,11367.78027,11670.19043,11030.46973,11168.30957,11168.30957,7360590000
6/1/2006,11169.03027,11285.82031,10698.84961,11150.21973,11150.21973,6959660000
7/1/2006,11149.33984,11257.08008,10683.32031,11185.67969,11185.67969,5548680000
8/1/2006,11184.79981,11407.08008,11042.63965,11381.15039,11381.15039,4668650000
9/1/2006,11382.75,11741.99023,11323.83984,11679.07031,11679.07031,4494890000
10/1/2006,11678.99023,12167.01953,11653.05957,12080.73047,12080.73047,5665820000
11/1/2006,12080.25,12361,11965.30957,12221.92969,12221.92969,4722850000
12/1/2006,12220.96973,12529.87988,12089.98047,12463.15039,12463.15039,4381310000
1/1/2007,12459.54004,12657.01953,12337.37012,12621.69043,12621.69043,5075440000
2/1/2007,12617.2002,12795.92969,12086.05957,12268.62988,12268.62988,4347420000
3/1/2007,12268.62988,12511.04981,11939.61035,12354.34961,12354.34961,5633180000
4/1/2007,12354.51953,13162.05957,12324.28027,13062.91016,13062.91016,4819810000
5/1/2007,13062.75,13673.07031,13041.29981,13627.63965,13627.63965,5039850000
6/1/2007,13628.69043,13692,13251.53027,13408.62012,13408.62012,5227620000
7/1/2007,13409.59961,14021.9502,13199.79004,13211.99023,13211.99023,5512040000
8/1/2007,13211.08984,13695.82031,12517.94043,13357.74023,13357.74023,6199120000
9/1/2007,13358.38965,13924.80957,13021.92969,13895.62988,13895.62988,4328370000
10/1/2007,13895.70996,14198.09961,13407.49023,13930.00977,13930.00977,5010920000
11/1/2007,13924.16016,13924.16016,12724.08984,13371.71973,13371.71973,5980230000
12/1/2007,13368.21973,13780.11035,13092,13264.82031,13264.82031,4310320000
1/1/2008,13261.82031,13279.54004,11634.82031,12650.36035,12650.36035,7459830000
2/1/2008,12638.16992,12767.74023,12069.46973,12266.38965,12266.38965,5720360000
3/1/2008,12264.36035,12622.07031,11731.59961,12262.88965,12262.88965,6229020000
4/1/2008,12266.63965,13010,12266.46973,12820.12988,12820.12988,5050840000
5/1/2008,12818.33984,13136.69043,12442.58984,12638.32031,12638.32031,4530790000
6/1/2008,12637.66992,12638.08008,11287.55957,11350.00977,11350.00977,5309950000
7/1/2008,11344.63965,11698.16992,10827.70996,11378.01953,11378.01953,5551580000
8/1/2008,11379.88965,11867.11035,11221.53027,11543.95996,11543.95996,3578210000
9/1/2008,11545.62988,11790.16992,10365.4502,10850.66016,10850.66016,6302330000
10/1/2008,10847.40039,10882.51953,7882.509766,9325.009766,9325.009766,8311580000
11/1/2008,9326.040039,9653.950195,7449.379883,8829.040039,8829.040039,6262880000
12/1/2008,8826.889648,9026.410156,8118.5,8776.389648,8776.389648,5701870000
1/1/2009,8772.25,9088.05957,7909.029785,8000.859863,8000.859863,6261980000
2/1/2009,8000.620117,8315.070313,7033.620117,7062.930176,7062.930176,7134360000
3/1/2009,7056.47998,7931.330078,6469.950195,7608.919922,7608.919922,10561060000
4/1/2009,7606.129883,8307.509766,7483.870117,8168.120117,8168.120117,7795900000
5/1/2009,8167.410156,8591.929688,8099.310059,8500.330078,8500.330078,6734390000
6/1/2009,8501.530273,8877.929688,8259.429688,8447,8447,5524080000
7/1/2009,8447.530273,9246.429688,8087.189941,9171.610352,9171.610352,4902340000
8/1/2009,9173.650391,9630.200195,9116.519531,9496.280273,9496.280273,4042210000
9/1/2009,9492.320313,9917.990234,9252.929688,9712.280273,9712.280273,4478480000
10/1/2009,9711.599609,10119.46973,9430.080078,9712.730469,9712.730469,5151150000
11/1/2009,9712.129883,10495.61035,9678.950195,10344.83984,10344.83984,3813550000
12/1/2009,10343.82031,10580.33008,10235.62988,10428.04981,10428.04981,4174040000
1/1/2010,10430.69043,10729.88965,10043.75,10067.33008,10067.33008,4424700000
2/1/2010,10068.99023,10438.54981,9835.089844,10325.25977,10325.25977,4279660000
3/1/2010,10326.09961,10955.48047,10326.09961,10856.62988,10856.62988,4388530000
4/1/2010,10857.30957,11258.00977,10844.08984,11008.61035,11008.61035,4237550000
5/1/2010,11009.59961,11177.66992,9774.480469,10136.62988,10136.62988,5605690000
6/1/2010,10133.94043,10594.16016,9753.839844,9774.019531,9774.019531,4941680000
7/1/2010,9773.269531,10584.99023,9614.320313,10465.94043,10465.94043,4243320000
8/1/2010,10468.82031,10719.94043,9936.620117,10014.71973,10014.71973,4117550000
9/1/2010,10016.00977,10948.87988,10016.00977,10788.04981,10788.04981,3764970000
10/1/2010,10789.71973,11247.59961,10711.12012,11118.49023,11118.49023,3787250000
11/1/2010,11120.29981,11451.53027,10929.28027,11006.01953,11006.01953,3808130000
12/1/2010,11007.23047,11625,11007.23047,11577.50977,11577.50977,3252900000
1/1/2011,11577.42969,12020.51953,11573.87012,11891.92969,11891.92969,3681720000
2/1/2011,11892.5,12391.29004,11892.5,12226.33984,12226.33984,3220480000
3/1/2011,12226.49023,12383.45996,11555.48047,12319.73047,12319.73047,3851830000
4/1/2011,12321.01953,12832.83008,12093.88965,12810.54004,12810.54004,3321090000
5/1/2011,12810.16016,12876,12309.51953,12569.79004,12569.79004,3578020000
6/1/2011,12569.41016,12569.49023,11862.53027,12414.33984,12414.33984,3876460000
7/1/2011,12414.33984,12753.88965,12083.4502,12143.24023,12143.24023,3092480000
8/1/2011,12144.21973,12282.41992,10604.07031,11613.53027,11613.53027,6203230000
9/1/2011,11613.29981,11716.83984,10597.13965,10913.37988,10913.37988,4396520000
10/1/2011,10912.09961,12284.30957,10404.49023,11955.00977,11955.00977,3907730000
11/1/2011,11951.53027,12187.50977,11231.42969,12045.67969,12045.67969,3263110000
12/1/2011,12046.20996,12328.46973,11735.19043,12217.55957,12217.55957,3071480000
1/1/2012,12221.19043,12841.9502,12221.19043,12632.91016,12632.91016,2981080000
2/1/2012,12632.75977,13055.75,12632.75977,12952.07031,12952.07031,2712170000
3/1/2012,12952.29004,13289.08008,12734.86035,13212.04004,13212.04004,3203390000
4/1/2012,13211.36035,13297.11035,12710.55957,13213.62988,13213.62988,2574900000
5/1/2012,13214.16016,13338.66016,12311.55957,12393.4502,12393.4502,3050000000
6/1/2012,12391.55957,12898.94043,12035.08984,12880.08984,12880.08984,2923670000
7/1/2012,12879.70996,13128.63965,12492.25,13008.67969,13008.67969,2578110000
8/1/2012,13007.46973,13330.75977,12778.90039,13090.83984,13090.83984,2267280000
9/1/2012,13092.15039,13653.24023,12977.08984,13437.12988,13437.12988,2701270000
10/1/2012,13437.66016,13661.87012,13017.37012,13096.45996,13096.45996,2472600000
11/1/2012,13099.19043,13290.75,12471.49023,13025.58008,13025.58008,2683930000
12/1/2012,13027.73047,13365.86035,12883.88965,13104.13965,13104.13965,2666750000
1/1/2013,13104.29981,13969.99023,13104.29981,13860.58008,13860.58008,2786680000
2/1/2013,13860.58008,14149.15039,13784.00977,14054.49023,14054.49023,2487580000
3/1/2013,14054.49023,14585.09961,13937.59961,14578.54004,14578.54004,2546320000
